sg_uf;nm_operacao;dt_deflagracao;ano;sg_unidade;nr_mpp;nr_mpt;nr_flagrante
MA;TEMPO REAL;2021-04-08;2021;SR/PF/MA;0;0;0
AP;QUADRO ESCURO;2021-04-13;2021;SR/PF/AP;0;0;0
PE;CONTRASSENSO;2021-04-13;2021;SR/PF/PE;0;0;0
SP;QUID PRO QUO;2021-04-15;2021;PF/CZO/SP;0;0;0
MG;PIQUE ESCONDE II;2021-04-15;2021;SR/PF/MG;0;0;0
AC;ASSEPSIA II;2021-04-15;2021;SR/PF/AC;0;0;0
SE; PALUDE;2021-04-15;2021;SR/PF/SE;0;0;0
PE;RECOVERY;2021-04-20;2021;SR/PF/PE;0;0;0
SP;CONTÁGIO;2021-04-20;2021;SR/PF/SP;0;5;0
RJ;PREDESTINADO;2021-04-20;2021;SR/PF/RJ;0;0;0
SP;PEDIDO DE BUSCA E APREENSÃO CRIMINAL (309) Nº 5000904-54.2021.4.03.6118 - 1ª VARA FEDERAL DE GUARATI;2021-04-28;2021;PF/CZO/SP;0;0;0
SP;QUID PRO QUO - DESDOBRAMENTO (CZO);2021-04-28;2021;PF/CZO/SP;0;0;0
MA;DESATINO;2021-05-05;2021;SR/PF/MA;0;0;0
AP;ANESTESIA;2021-05-07;2021;SR/PF/AP;0;0;0
AP;TENDAS DE OURO;2021-05-11;2021;SR/PF/AP;0;0;0
ES; CORSÁRIOS;2021-05-12;2021;SR/PF/ES;0;2;1
MS;INDEPENDÊNCIA;2021-05-12;2021;PF/CRA/MS;0;0;1
GO;ROTA SUL - GO;2021-05-12;2021;SR/PF/GO;8;0;0
TO;MICALEA;2021-05-12;2021;SR/PF/TO;0;0;0
RS;CÍRCULO DE WILLIS;2021-05-13;2021;PF/PFO/RS;0;0;0
RS;CW2;2021-05-13;2021;PF/PFO/RS;0;0;0
DF; AKUANDUBA;2021-05-19;2021;SR/PF/DF;0;0;0
PE; DESMAME II;2021-05-20;2021;SR/PF/PE;0;0;0
AC; JUMPER;2021-05-25;2021;PF/CZS/AC;0;4;0
AC; SÚPLICA;2021-05-25;2021;PF/CZS/AC;0;0;0
DF;PACARE II;2021-05-26;2021;SR/PF/DF;0;0;0
DF;PACARE I;2021-05-26;2021;SR/PF/DF;0;0;0
AP;CONTRAPARTIDA;2021-05-27;2021;SR/PF/AP;0;0;0
AC;OFF-ROAD;2021-06-02;2021;SR/PF/AC;0;0;0
AM;SANGRIA (4ª FASE);2021-06-02;2021;SR/PF/AM;0;6;0
ES;VOLATIL;2021-06-07;2021;SR/PF/ES;0;0;0
MS;MINERAÇÃO DE OURO;2021-06-08;2021;SR/PF/MS;0;0;0
BA;ESTERTOR;2021-06-11;2021;SR/PF/BA;0;0;0
AP;ACESSO;2021-06-11;2021;SR/PF/AP;0;0;0
PA; PRENÚNCIO CRIMINAL;2021-06-11;2021;PF/ATM/PA;0;0;0
DF;REGISTRO ESPÚRIO - 6ª FASE;2021-06-14;2021;SR/PF/DF;0;0;0
AL;SUFOCAMENTO;2021-06-17;2021;SR/PF/AL;0;0;0
SE;TRANSPARÊNCIA I;2021-06-22;2021;SR/PF/SE;0;0;0
SE;TRANSPARÊNCIA II;2021-06-22;2021;SR/PF/SE;0;0;0
SE;TRANSPARÊNCIA III;2021-06-22;2021;SR/PF/SE;0;0;0
AP;INCONCINNUS;2021-06-22;2021;SR/PF/AP;0;0;0
MA;INTER PARES;2021-06-22;2021;SR/PF/MA;0;0;0
DF;REGISTRO ESPÚRIO - 7ª FASE;2021-06-22;2021;SR/PF/DF;0;0;0
CE; SOROCHE;2021-06-24;2021;SR/PF/CE;0;0;0
DF;BOUCHONNE;2021-06-29;2021;SR/PF/DF;0;0;0
RN;REBOTALHO;2021-07-01;2021;SR/PF/RN;0;0;0
MG; PIQUE ESCONDE 01;2021-07-07;2021;SR/PF/MG;0;0;0
AM;CORREDEIRA INFLAMÁVEL;2021-07-08;2021;SR/PF/AM;0;3;0
MA;ALINHAVADO;2021-07-08;2021;SR/PF/MA;0;0;0
RJ;PRONTA EMERGÊNCIA II;2021-07-08;2021;SR/PF/RJ;0;2;0
AC; BUSDOOR;2021-07-14;2021;SR/PF/AC;0;0;0
MG; VÁCUO 2;2021-07-15;2021;SR/PF/MG;0;0;0
SP;PASSOS LARGOS;2021-07-20;2021;PF/SSB/SP.;0;0;0
SP;REI ARTUR;2021-07-21;2021;SR/PF/SP;0;0;0
SP; JOKER;2021-07-21;2021;SR/PF/SP;0;0;0
PB;FALSUM LATERE;2021-07-21;2021;SR/PF/PB;0;0;0
RJ;MANDADO DE BUSCA E APREENSÃO Nº 510005531972;2021-07-21;2021;SR/PF/RJ;0;0;0
RJ; OSSOBUCO 2;2021-07-21;2021;SR/PF/RJ;0;0;0
RS;GOLÇUK;2021-07-22;2021;PF/PTS/RS;0;0;0
AP;ANESTESIA 2;2021-07-22;2021;SR/PF/AP;0;0;0
RO;ENEAGRAMA 2;2021-07-27;2021;SR/PF/RO;0;0;0
PE;BAL MASQUE - FASE 2;2021-07-28;2021;SR/PF/PE;0;0;0
RR;CONTAGIUM;2021-08-05;2021;SR/PF/RR;0;0;1
CE;MATRIOSKA;2021-08-05;2021;SR/PF/CE;0;0;0
MG;REI DO NORTE;2021-08-11;2021;SR/PF/MG;0;0;0
AC;ROUNDS MUNDI;2021-08-12;2021;PF/CZS/AC;0;0;0
AP;ANOSMIA;2021-08-13;2021;SR/PF/AP;1;0;0
PA;REDITUS;2021-08-18;2021;SR/PF/PA;6;56;0
CE; CARTÃO VERMELHO - FASE II;2021-08-23;2021;SR/PF/CE;0;0;0
RR;SUSERANO;2021-08-24;2021;SR/PF/RR;0;0;1
RN;LECTUS;2021-08-25;2021;SR/PF/RN;0;0;0
AM;INSIGNARE;2021-08-26;2021;SR/PF/AM;0;0;0
RS;TOMENTELLA;2021-08-31;2021;SR/PF/RS;0;0;0
MA;ESTOQUE ZERO FASE 2;2021-09-02;2021;SR/PF/MA;0;0;0
PA;3%;2021-09-03;2021;SR/PF/PA;0;0;0
AC;SAND CASTLE;2021-09-07;2021;PF/CZS/AC;0;0;0
PB;SELECT;2021-09-09;2021;SR/PF/PB;0;0;1
DF;SIERRA;2021-09-10;2021;SR/PF/DF;0;0;0
DF;PÉS DE BARRO;2021-09-21;2021;SR/PF/DF;0;0;0
DF;KLOPÊS;2021-09-21;2021;SR/PF/DF;0;0;0
ES; MINUCIUS;2021-09-28;2021;PF/SMT/ES;0;7;0
MA;DESMEDIDA;2021-09-28;2021;SR/PF/MA;0;0;0
MA;VESALIUS;2021-09-30;2021;SR/PF/MA;0;0;0
RS;FRATELO;2021-09-30;2021;SR/PF/RS;0;0;1
